EntrezGeneID,Length,SYMBOL,GENENAME,MCL1-DG,MCL1-DH,MCL1-DI,MCL1-DJ,MCL1-DK,MCL1-DL,MCL1-LA,MCL1-LB,MCL1-LC,MCL1-LD,MCL1-LE,MCL1-LF
18805,5153,Pld1,phospholipase D1,1223,1112,590,660,697,696,340,307,146,152,54,73
665113,7336,Tnik,TRAF2 and NCK interacting kinase,1891,2388,2204,2217,1980,1843,410,386,1001,1079,1010,944
20526,2571,Slc2a2,"solute carrier family 2 (facilitated glucose transporter), member 2",2,4,4,9,9,1,0,1,0,2,0,0
208691,4992,Eif5a2,eukaryotic translation initiation factor 5A2,220,235,239,237,232,205,44,33,13,11,3,4
68028,477,Rpl22l1,ribosomal protein L22 like 1,843,752,682,565,438,418,1038,1034,1015,975,426,447
385263,2120,Gm1527,predicted gene 1527,0,0,0,0,2,0,0,0,0,0,0,0
75740,2813,Egfem1,EGF-like and EMI domain containing 1,1,0,6,4,2,2,0,0,0,0,0,0
791072,98,Mir551b,microRNA 551b,0,0,0,0,0,0,0,0,0,0,0,0
14013,5504,Mecom,MDS1 and EVI1 complex locus,69,95,30,22,24,30,16,19,11,7,2,2
545510,2123,Gm10258,predicted gene 10258,0,0,0,0,0,0,0,0,0,0,0,0
76652,1892,Actrt3,actin related protein T3,1,0,1,1,1,0,0,2,1,0,1,1
80732,4157,Mynn,myoneurin,608,557,512,384,401,419,664,622,584,504,294,314
71827,1840,Lrrc34,leucine rich repeat containing 34,3,3,0,0,3,1,1,1,0,1,1,1
68307,2387,Lrriq4,leucine-rich repeats and IQ motif containing 4,0,0,0,0,0,0,0,0,1,0,0,0
320352,1548,Lrrc31,leucine rich repeat containing 31,0,0,0,1,0,0,0,2,0,0,0,0
75953,3191,Samd7,sterile alpha motif domain containing 7,0,0,1,1,2,0,0,0,0,0,0,0
69276,3966,Sec62,SEC62 homolog (S. cerevisiae),3852,3792,3860,3504,3391,3135,3611,3618,2982,2797,2567,2422
71862,2206,Gpr160,G protein-coupled receptor 160,217,248,158,156,129,111,179,226,189,111,72,71
241915,11066,Phc3,polyhomeotic 3,1922,1561,1150,1288,2061,2038,2581,2293,980,1179,1592,1803
18759,4465,Prkci,"protein kinase C, iota",5876,6199,3988,4160,4026,3614,4681,4733,3249,3898,1714,1855
100861964,723,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0
20482,6717,Skil,SKI-like,22665,19404,13328,11439,3110,2641,17101,16082,7955,8472,3113,2473
18417,1872,Cldn11,claudin 11,6,3,0,1,1,0,2,3,0,1,1,1
241919,8842,Slc7a14,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 14",1,0,0,0,0,0,1,0,0,0,0,0
72413,2919,Kcnmb2,"potassium large conductance calcium-activated channel, subfamily M, beta member 2",0,0,1,0,0,1,2,0,0,0,0,0
22401,7784,Zmat3,zinc finger matrin type 3,251,187,299,205,281,279,349,503,247,240,275,274
67576,1950,4930429B21Rik,RIKEN cDNA 4930429B21 gene,1,5,4,7,4,9,3,4,1,1,1,1
18706,8917,Pik3ca,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",2166,1974,1802,1512,2034,2053,1492,1463,1121,1075,649,524
100502876,720,Kcnmb3,"potassium large conductance calcium-activated channel, subfamily M, beta member 3",2,0,1,1,1,0,0,1,0,0,0,0
67778,2061,Zfp639,zinc finger protein 639,312,300,336,332,346,422,270,335,195,165,98,111
67414,4531,Mfn1,mitofusin 1,1472,1593,1737,1569,1580,1428,1387,1434,1999,2051,1021,1090
14696,2751,Gnb4,"guanine nucleotide binding protein (G protein), beta 4",59,96,52,48,77,73,21,25,290,149,1103,1082
56456,1969,Actl6a,actin-like 6A,1186,830,1163,879,754,656,1326,1315,1712,1195,804,773
74600,872,Mrpl47,mitochondrial ribosomal protein L47,85,78,78,48,46,44,131,154,158,87,64,71
66046,999,Ndufb5,NADH:ubiquinone oxidoreductase subunit B5,1150,1123,1601,1425,952,863,1639,1792,2131,1884,1685,1662
72607,4686,Usp13,ubiquitin specific peptidase 13 (isopeptidase T-3),175,150,212,197,249,227,2,1,2,1,0,1
58869,3497,Pex5l,peroxisomal biogenesis factor 5-like,16,26,34,31,9,10,1,6,1,0,0,0
73874,1058,4930419G24Rik,RIKEN cDNA 4930419G24 gene,0,0,1,1,0,0,0,0,0,0,0,0
100502904,2529,Gm19445,"predicted gene, 19445",0,0,0,0,0,0,0,0,0,0,0,0
67120,11072,Ttc14,tetratricopeptide repeat domain 14,846,831,960,840,975,1003,1154,1212,1213,1098,833,975
51938,3616,Ccdc39,coiled-coil domain containing 39,45,21,18,11,11,26,5,2,0,1,3,1
14359,2326,Fxr1,"fragile X mental retardation gene 1, autosomal homolog",2783,2483,2778,2425,2307,2153,2413,2438,2199,2054,864,862
67713,1015,Dnajc19,DnaJ heat shock protein family (Hsp40) member C19,67,74,108,103,87,76,93,93,78,58,76,70
320478,2970,Sox2ot,SOX2 overlapping transcript (non-protein coding),0,0,0,1,0,0,0,0,0,0,0,0
100316679,79,Mir1897,microRNA 1897,0,0,0,0,0,0,0,0,0,0,0,0
20674,2457,Sox2,SRY (sex determining region Y)-box 2,3,4,0,1,0,1,0,0,0,0,0,0
100041108,960,Gm3143,predicted gene 3143,0,0,0,0,0,0,0,0,0,0,0,0
100861998,452,Gm21388,"predicted gene, 21388",0,0,0,0,0,0,0,0,0,0,0,0
625963,3135,Gm6639,predicted gene 6639,0,0,0,0,0,0,0,0,0,0,0,0
76295,4864,Atp11b,"ATPase, class VI, type 11B",2057,2179,1869,1709,1659,1632,1835,1938,1539,1490,1012,1018
114893,4745,Dcun1d1,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)",842,749,898,725,745,647,726,755,626,530,281,257
72039,2992,Mccc1,methylcrotonoyl-Coenzyme A carboxylase 1 (alpha),616,616,547,516,448,506,506,638,504,443,370,387
654424,4451,Mccc1os,"methylcrotonoyl-Coenzyme A carboxylase 1 (alpha), opposite strand",1,0,1,1,0,1,2,1,3,2,2,2
241943,2478,Ccdc144b,coiled-coil domain containing 144B,0,0,0,0,0,0,0,0,0,0,0,0
229211,3913,Acad9,"acyl-Coenzyme A dehydrogenase family, member 9",2047,1522,1466,1148,823,879,1685,1978,3257,2162,869,757
241944,6625,Zfp267,zinc finger protein 267,655,551,702,574,401,379,487,437,344,288,85,103
229214,1801,Qrfpr,pyroglutamylated RFamide peptide receptor,2,0,0,0,0,0,0,2,0,0,0,1
11747,1724,Anxa5,annexin A5,4167,3049,1939,1859,2666,2247,2991,3047,1596,1808,439,421
100862007,518,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0
72282,911,1810062G17Rik,RIKEN cDNA 1810062G17 gene,3,5,3,5,2,4,3,4,4,8,2,3
329623,2199,Gm11548,predicted gene 11548,0,0,0,0,0,0,0,0,0,2,0,0
100503068,2461,Smim43,small integral membrane protein 43,0,0,1,0,0,0,8,7,0,4,1,1
50911,1617,Exosc9,exosome component 9,389,321,427,349,326,318,437,402,415,298,199,201
12428,2811,Ccna2,cyclin A2,347,356,286,227,49,49,386,431,267,154,495,403
71492,2598,Bbs7,Bardet-Biedl syndrome 7 (human),153,127,188,179,156,180,59,76,153,102,63,91
22065,3694,Trpc3,"transient receptor potential cation channel, subfamily C, member 3",34,30,16,17,29,17,0,5,0,1,0,2
229227,15883,4932438A13Rik,RIKEN cDNA 4932438A13 gene,3243,3816,3281,3243,4018,3286,2273,2331,1720,1713,1151,1123
21744,1972,Adad1,adenosine deaminase domain containing 1 (testis specific),2,2,7,6,3,0,1,2,1,0,1,0
16183,949,Il2,interleukin 2,7,14,12,12,11,6,9,9,5,5,4,0
60505,3072,Il21,interleukin 21,0,2,1,1,1,0,0,0,0,0,0,0
207175,1059,Cetn4,centrin 4,42,41,32,32,39,34,19,27,2,1,0,0
241950,2433,Bbs12,Bardet-Biedl syndrome 12 (human),43,45,43,39,37,34,42,38,24,6,2,5
329626,1441,Fgf2os,"fibroblast growth factor 2, opposite strand",4,3,1,2,1,0,0,1,2,0,0,1
14173,695,Fgf2,fibroblast growth factor 2,91,87,30,40,17,24,0,3,0,1,0,0
229228,1072,Nudt6,nudix (nucleoside diphosphate linked moiety X)-type motif 6,223,239,179,163,105,126,89,91,83,71,48,41
57815,2910,Spata5,spermatogenesis associated 5,824,777,1021,743,417,399,642,662,657,486,235,308
100862034,657,NA,NA,5,5,6,2,0,3,0,0,0,1,0,0
24063,2490,Spry1,sprouty RTK signaling antagonist 1,1658,1664,2332,1649,1722,1956,229,231,97,65,33,66
381438,1215,Gm5148,predicted gene 5148,4677,5213,4329,3908,2644,2347,6826,6617,5406,4833,2089,2104
626410,1827,Gm20755,"predicted gene, 20755",0,0,0,0,2,2,0,0,0,0,0,0
71342,1257,5430434I15Rik,RIKEN cDNA 5430434I15 gene,0,0,0,0,0,0,0,0,0,0,0,0
99696,4915,Ankrd50,ankyrin repeat domain 50,746,897,895,926,764,627,546,540,463,406,102,81
329628,16109,Fat4,FAT atypical cadherin 4,729,1074,1057,1042,2010,1898,103,207,107,112,49,28
100040882,2439,1700017G19Rik,RIKEN cDNA 1700017G19 gene,0,0,0,0,0,0,0,0,0,0,0,0
380614,6114,Intu,inturned planar cell polarity protein,233,222,208,219,270,259,164,197,264,184,213,235
73333,2110,Slc25a31,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31",2,3,2,0,2,1,0,2,0,1,0,0
18415,3558,Hspa4l,heat shock protein 4 like,329,281,114,101,154,125,463,466,361,460,356,462
20873,3547,Plk4,polo like kinase 4,232,233,267,156,92,79,280,387,232,133,250,190
72175,3051,Mfsd8,major facilitator superfamily domain containing 8,104,58,118,94,73,106,187,167,103,85,133,116
100039027,794,Gm2011,predicted gene 2011,5,2,12,8,12,15,7,16,11,12,20,14
100039043,1810,Gm10731,FUN14 domain containing 2 pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
269423,2492,Abhd18,abhydrolase domain containing 18,34,43,35,38,31,53,41,32,58,48,67,50
73297,2345,1700034I23Rik,RIKEN cDNA 1700034I23 gene,0,0,0,0,2,0,0,0,0,0,0,0
214048,1705,Larp1b,"La ribonucleoprotein domain family, member 1B",2064,1882,2793,2066,1708,1483,754,786,1011,830,660,639
70804,3007,Pgrmc2,progesterone receptor membrane component 2,1517,1366,1704,1663,1455,1380,920,966,912,791,712,745
100038440,2742,Gm16508,predicted gene 16508,0,1,0,0,0,0,0,3,4,1,1,0
78706,2168,Platr4,pluripotency associated transcript 4,1,3,1,8,2,1,2,3,2,3,3,6
269424,5952,Jade1,jade family PHD finger 1,1759,1232,1291,1313,1767,2045,831,980,693,701,844,851
67161,3020,Sclt1,sodium channel and clathrin linker 1,397,420,294,298,279,252,381,372,263,222,99,115
73852,3574,D3Ertd751e,"DNA segment, Chr 3, ERATO Doi 751, expressed",12,10,17,24,11,16,37,28,32,22,28,31
72511,922,2610316D01Rik,RIKEN cDNA 2610316D01 gene,0,2,2,0,2,0,2,1,2,2,0,1
18526,11797,Pcdh10,protocadherin 10,224,156,207,156,147,125,62,88,41,19,14,16
72274,583,1700027H10Rik,RIKEN cDNA 1700027H10 gene,1,0,0,0,0,0,0,0,0,0,0,0
241989,5218,Pabpc4l,"poly(A) binding protein, cytoplasmic 4-like",21,36,51,30,15,23,1,1,1,0,3,3
666202,748,Gm7977,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide pseudogene",2,0,4,1,3,1,3,5,4,1,1,1
66332,3370,1700018B24Rik,enhancer of rudimentary homolog pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
329633,2127,Gm20557,"predicted gene, 20557",0,0,0,0,0,0,0,0,0,0,0,0
73173,5168,Pcdh18,protocadherin 18,1493,1716,5490,4225,2642,2199,43,81,81,29,22,37
26570,9227,Slc7a11,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11",1041,781,1241,1490,2177,1360,254,224,398,278,205,193
100861917,675,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
12457,3069,Noct,nocturnin,7536,7176,7254,5689,5859,4622,4871,7209,5405,4948,958,777
69257,2676,Elf2,E74-like factor 2,6015,5710,5380,4408,3548,3177,3411,3369,2775,2487,1042,844
67749,1430,Mgarp,mitochondria localized glutamic acid rich protein,16,10,6,4,5,6,0,3,2,2,0,0
669130,630,Gm9442,predicted gene 9442,4,7,4,3,4,1,2,2,2,1,1,3
66377,414,Ndufc1,NADH:ubiquinone oxidoreductase subunit C1,201,201,304,322,229,230,352,336,281,281,259,313
74838,6090,Naa15,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit",2908,2619,3250,2508,1609,1429,2999,3011,2824,2595,960,984
19338,3488,Rab33b,"RAB33B, member RAS oncogene family",905,727,573,455,655,661,672,680,333,266,189,152
73251,7356,Setd7,SET domain containing (lysine methyltransferase) 7,2783,2496,2314,2713,3796,3582,1998,2030,2054,2356,1968,1940
100039684,719,5031434O11Rik,RIKEN cDNA 5031434O11 gene,15,30,32,31,27,37,19,36,8,16,4,4
211666,589,Mgst2,microsomal glutathione S-transferase 2,3,4,3,1,2,0,5,7,1,1,0,0
433586,6514,Maml3,mastermind like transcriptional coactivator 3,905,1213,1295,1437,1083,1324,731,872,255,332,152,126
100504153,2189,Gm20089,"predicted gene, 20089",0,0,0,0,0,0,1,0,0,0,0,0
56458,5552,Foxo1,forkhead box O1,3404,3193,4104,3344,2045,1978,1792,2172,2476,2296,1222,1099
329639,1805,Gm2447,predicted gene 2447,1,1,0,2,1,0,0,0,0,2,1,0
622124,3515,Gm20750,"predicted gene, 20750",1,0,0,0,0,0,0,0,0,0,0,0
100862096,727,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
67542,2920,Cog6,component of oligomeric golgi complex 6,413,402,477,513,500,479,524,655,803,575,1078,1224
108927,2089,Lhfp,lipoma HMGIC fusion partner,4929,5110,7344,8605,7970,7347,143,126,55,72,70,65
212114,1560,Nhlrc3,NHL repeat containing 3,139,77,81,87,88,72,210,210,200,229,352,467
212127,4321,Proser1,proline and serine rich 1,1168,782,815,530,496,646,665,720,750,581,320,399
229277,864,Stoml3,stomatin (Epb7.2)-like 3,3,1,6,7,5,5,0,2,0,0,1,0
242022,12348,Frem2,Fras1 related extracellular matrix protein 2,776,784,1431,1381,923,759,139,157,23,28,0,2
319979,2312,C820005J03Rik,RIKEN cDNA C820005J03 gene,1,0,0,0,0,0,0,0,0,0,0,0
67890,4867,Ufm1,ubiquitin-fold modifier 1,933,822,751,686,762,712,1170,1252,1502,1295,1533,1420
22066,4992,Trpc4,"transient receptor potential cation channel, subfamily C, member 4",1,4,1,4,0,1,0,0,1,0,0,0
50706,3295,Postn,"periostin, osteoblast specific factor",109952,84234,89462,95375,84363,73945,444,616,394,305,194,253
56790,1968,Supt20,SPT20 SAGA complex component,1117,908,941,904,1102,1176,649,845,476,435,206,221
69639,1282,Exosc8,exosome component 8,559,449,480,352,327,286,546,482,372,278,144,103
66248,1471,Alg5,asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase),491,454,503,442,378,371,659,648,845,849,598,609
55994,5368,Smad9,SMAD family member 9,42,47,20,42,30,41,3,6,1,3,0,0
170767,2162,Rfxap,regulatory factor X-associated protein,295,305,332,264,178,169,280,273,223,178,89,103
329641,3086,Sertm1,serine rich and transmembrane domain containing 1,1,4,4,1,0,0,0,0,0,0,0,0
12427,1566,Ccna1,cyclin A1,2,2,0,4,1,0,0,0,0,0,0,0
70970,973,4931419H13Rik,RIKEN cDNA 4931419H13 gene,0,0,0,0,0,1,0,0,0,0,0,0
229285,4054,Spg20,"spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)",455,471,566,508,461,571,480,625,499,602,328,292
320604,2268,Ccdc169,coiled-coil domain containing 169,9,4,3,4,6,3,1,1,1,2,0,0
74434,2348,Sohlh2,spermatogenesis and oogenesis specific basic helix-loop-helix 2,0,0,0,0,0,0,1,0,0,0,0,0
13175,12995,Dclk1,doublecortin-like kinase 1,1409,1252,1165,883,541,602,2649,1491,538,503,21,10
100503655,2208,Gm19817,"predicted gene, 19817",0,0,0,1,1,0,1,1,0,0,0,0
26422,10983,Nbea,neurobeachin,1105,1182,1428,1371,1652,1253,2051,2059,2245,2171,1542,1671
17116,2778,Mab21l1,mab-21-like 1,19,12,14,23,16,24,3,5,3,2,1,1
71182,961,4933417G07Rik,SEC13 homolog pseudogene,27,9,17,15,12,9,15,11,27,24,37,19
17112,1902,Tm4sf1,transmembrane 4 superfamily member 1,14922,16963,10934,14841,27424,18111,16074,15972,3184,3818,483,397
229302,1400,Tm4sf4,transmembrane 4 superfamily member 4,3,0,0,2,0,0,5,5,0,0,0,0
97064,4784,Wwtr1,WW domain containing transcription regulator 1,7026,7999,6742,6413,7288,6573,4501,4735,3246,4103,1665,1377
100861809,431,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
52245,2961,Commd2,COMM domain containing 2,129,111,134,115,106,115,217,247,193,166,84,71
242037,1759,Ankub1,ankyrin repeat and ubiquitin domain containing 1,0,0,5,6,66,34,1,0,0,4,0,0
24017,2864,Rnf13,ring finger protein 13,1380,1352,1412,1289,2253,1955,1758,1598,1083,1145,713,783
18645,2020,Pfn2,profilin 2,240,172,273,207,177,189,341,256,205,178,46,52
67850,1642,1700007F19Rik,RIKEN cDNA 1700007F19 gene,0,0,0,1,0,0,0,0,0,0,0,0
72033,8829,Tsc22d2,"TSC22 domain family, member 2",5255,6678,8508,8261,5149,4132,2598,2754,1777,1817,739,656
28146,2451,Serp1,stress-associated endoplasmic reticulum protein 1,4334,4267,4542,3384,3093,2570,4838,5563,12345,9259,19454,19965
229317,2299,Eif2a,eukaryotic translation initiation factor 2A,1916,1834,1714,1503,1327,1352,2399,2538,1942,1633,862,791
69227,3546,Selenot,selenoprotein T,2971,2759,3338,2884,2759,2356,3655,3588,3395,2812,2748,2794
545527,2195,Erich6,glutamate rich 6,4,4,6,7,2,2,6,12,3,3,5,6
666680,2000,Gm8234,spermine synthase pseudogene,1,4,6,1,2,5,0,2,0,1,0,0
20439,2488,Siah2,siah E3 ubiquitin protein ligase 2,1741,2042,1777,1412,1482,1231,761,901,951,610,345,361
71301,938,4930593A02Rik,RIKEN cDNA 4930593A02 gene,0,0,2,1,1,0,0,0,1,0,0,1
100040293,2177,Mindy4b-ps,"MINDY lysine 48 deubiquitinase 4B, pseudogene",0,0,1,0,0,0,0,0,0,0,1,0
229320,1896,Clrn1,clarin 1,0,0,0,0,1,1,0,0,0,0,1,0
100040416,636,Rpl13-ps6,"ribosomal protein L13, pseudogene 6",1113,1370,1085,963,537,533,1715,1449,1160,994,488,473
329650,10249,Med12l,mediator complex subunit 12-like,102,123,62,57,32,25,17,36,33,45,12,16
229323,2225,Gpr171,G protein-coupled receptor 171,1,0,0,1,1,0,0,0,0,3,1,3
100502786,434,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
140795,1798,P2ry14,"purinergic receptor P2Y, G-protein coupled, 14",3,1,0,1,0,0,1,1,1,2,2,3
320463,7333,F630111L10Rik,RIKEN cDNA F630111L10 gene,0,0,0,1,1,0,0,0,0,1,0,0
84111,1163,Gpr87,G protein-coupled receptor 87,37,71,95,70,38,40,0,0,0,0,0,0
74191,2528,P2ry13,"purinergic receptor P2Y, G-protein coupled 13",0,0,0,1,0,0,0,0,0,0,0,0
70839,2338,P2ry12,"purinergic receptor P2Y, G-protein coupled 12",2,3,1,4,2,4,0,0,0,0,0,0
242050,10084,Igsf10,"immunoglobulin superfamily, member 10",1770,2554,1500,1489,1438,1354,10,30,10,6,7,6
435732,1206,Gm5709,predicted gene 5709,0,0,0,0,0,0,0,0,0,0,0,0
433597,1303,Aadacl2fm2,AADACL2 family member 2,0,0,0,0,0,0,0,0,0,0,0,0
669780,1200,Gm16527,"predicted gene, 16527",0,0,0,0,0,0,0,0,0,0,0,0
666803,1206,Aadacl2fm3,AADACL2 family member 3,0,0,0,0,0,0,0,0,0,0,0,0
229333,2789,Aadacl2fm1,AADACL2 family member 1,0,0,0,0,0,0,0,0,0,0,0,0
676914,3050,Gm9696,arylacetamide deacetylase-like 2 pseudogene,0,0,1,0,0,0,0,0,0,0,0,0
639634,1590,Aadacl2,arylacetamide deacetylase like 2,0,0,0,0,0,0,0,0,0,0,0,0
67758,1294,Aadac,arylacetamide deacetylase,0,0,0,0,0,0,0,0,0,2,0,0
84112,1571,Sucnr1,succinate receptor 1,1,1,0,0,1,0,0,0,0,0,0,0
56758,5809,Mbnl1,muscleblind like splicing factor 1,6524,6202,9412,11116,9639,8715,2774,2156,606,776,288,256
100503654,3662,Gm19816,"predicted gene, 19816",0,0,0,0,2,1,0,0,0,0,0,0
100504925,850,NA,NA,1439,1292,1530,1409,1339,1056,1339,1466,1372,1213,568,577
18441,3886,P2ry1,"purinergic receptor P2Y, G-protein coupled 1",392,395,168,94,47,43,6,9,24,8,6,11
74012,4197,Rap2b,"RAP2B, member of RAS oncogene family",771,859,1145,757,692,555,993,1649,1818,1550,108,75
100503824,1081,NA,NA,14,17,22,37,27,14,6,6,12,12,7,11
622434,5205,Arhgef26,Rho guanine nucleotide exchange factor (GEF) 26,686,825,1380,1324,710,628,782,795,758,721,449,439
72162,4975,Dhx36,DEAH (Asp-Glu-Ala-His) box polypeptide 36,1236,1102,1086,907,995,980,1182,1157,920,874,410,429
229357,3336,Gpr149,G protein-coupled receptor 149,0,0,0,1,0,0,0,0,0,0,0,0
17380,4240,Mme,membrane metallo endopeptidase,12622,9294,3229,5997,18957,16878,3127,1739,55,96,47,51
269437,6276,Plch1,"phospholipase C, eta 1",8,7,2,2,2,0,28,35,17,10,10,11
329659,1541,E130311K13Rik,RIKEN cDNA E130311K13 gene,90,91,93,113,138,157,44,53,15,20,35,31
11416,3109,Slc33a1,"solute carrier family 33 (acetyl-CoA transporter), member 1",281,291,414,396,454,511,329,343,324,266,1088,1121
100504046,773,NA,NA,0,0,1,0,0,1,2,0,2,2,2,1
229363,4567,Gmps,guanine monophosphate synthetase,1310,1137,1277,1013,919,834,1110,1029,1255,807,691,734
56544,2739,Vmn2r1,"vomeronasal 2, receptor 1",13,9,10,19,12,14,2,2,4,6,1,1
100125586,2484,Vmn2r2,"vomeronasal 2, receptor 2",2,5,2,0,12,4,2,3,0,0,0,0
637004,2670,Vmn2r3,"vomeronasal 2, receptor 3",0,0,0,0,0,1,0,0,0,0,0,0
637053,2484,Vmn2r4,"vomeronasal 2, receptor 4",0,0,0,0,0,1,0,0,0,0,0,0
667060,2484,Vmn2r5,"vomeronasal 2, receptor 5",0,0,0,0,0,1,0,0,0,0,0,0
667069,2484,Vmn2r6,"vomeronasal 2, receptor 6",0,0,0,0,0,0,0,0,0,0,0,0
319210,1911,Vmn2r-ps11,"vomeronasal 2, receptor, pseudogene 11",0,0,0,0,0,0,0,0,0,0,0,0
319217,2484,Vmn2r7,"vomeronasal 2, receptor 7",0,0,0,0,0,0,0,0,0,0,0,0
16497,2986,Kcnab1,"potassium voltage-gated channel, shaker-related subfamily, beta member 1",32,33,7,13,4,3,8,3,3,3,3,0
319798,1383,A730090N16Rik,RIKEN cDNA A730090N16 gene,1,0,3,3,2,0,3,3,9,5,5,4
67437,2885,Ssr3,"signal sequence receptor, gamma",6906,7466,8925,7495,6002,5192,6192,7256,9681,7366,9499,9103
71004,1861,4931440P22Rik,RIKEN cDNA 4931440P22 gene,109,118,140,113,77,95,12,26,17,9,15,12
99929,4154,Tiparp,TCDD-inducible poly(ADP-ribose) polymerase,10230,10363,11175,9418,10280,7883,2003,2240,1953,1940,1167,935
100861877,554,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
624866,4276,Lekr1,"leucine, glutamate and lysine rich 1",47,56,53,47,56,61,41,38,7,14,6,6
56706,2145,Ccnl1,cyclin L1,11071,8253,6214,5513,6323,7015,6512,6589,4552,4424,2680,2616
72789,5320,Veph1,ventricular zone expressed PH domain-containing 1,0,4,4,5,1,2,0,1,0,4,5,1
19288,1922,Ptx3,pentraxin related gene,1701,2263,3762,5263,3130,2328,265,205,78,42,47,51
20429,1595,Shox2,short stature homeobox 2,3,7,3,2,1,6,0,2,1,1,1,0
66880,3232,Rsrc1,arginine/serine-rich coiled-coil 1,454,460,515,546,535,427,602,624,425,370,174,174
17349,1161,Mlf1,myeloid leukemia factor 1,244,198,144,191,111,70,390,437,102,92,113,69
28030,2598,Gfm1,"G elongation factor, mitochondrial 1",871,722,944,820,741,717,843,790,767,554,659,656
17035,1092,Lxn,latexin,364,358,409,546,424,340,322,378,342,326,171,194
109222,1411,Rarres1,retinoic acid receptor responder (tazarotene induced) 1,16,25,30,20,17,16,0,3,0,0,2,0
100861992,765,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
66868,2978,Mfsd1,major facilitator superfamily domain containing 1,1043,1186,1239,1274,1217,1205,1054,1167,1335,1417,664,561
100505386,2397,Iqschfp,Iqcj and Schip1 fusion protein,0,0,0,0,0,0,0,0,0,0,0,0
208426,1579,Iqcj,IQ motif containing J,0,0,0,0,0,0,0,0,0,0,0,0
30953,2692,Schip1,schwannomin interacting protein 1,36,39,70,86,35,34,2,0,1,2,0,0
545531,357,Gm5848,predicted pseudogene 5848,332,274,337,286,237,191,397,407,237,209,142,132
100038361,6918,Gm10723,predicted gene 10723,0,0,0,0,0,0,0,0,0,0,0,0
16159,1370,Il12a,interleukin 12a,0,0,5,1,0,2,0,0,0,0,1,0
68725,2578,1110032F04Rik,RIKEN cDNA 1110032F04 gene,33,22,43,20,4,2,50,38,82,16,3,6
68259,4090,Ift80,intraflagellar transport 80,799,814,761,725,738,663,280,369,108,101,95,72
70099,4082,Smc4,structural maintenance of chromosomes 4,1641,1585,1761,1497,1170,1135,1464,1681,1332,817,1159,936
387175,64,Mir15b,microRNA 15b,0,0,0,0,0,0,0,0,0,0,0,0
723949,95,Mir16-2,microRNA 16-2,0,0,0,0,0,0,0,0,0,0,0,0
66949,2920,Trim59,tripartite motif-containing 59,1462,1134,839,563,688,758,430,418,164,115,58,65
16649,3726,Kpna4,karyopherin (importin) alpha 4,4453,4418,5147,4563,3966,3176,3865,4236,3133,2829,1132,1141
381452,735,Gm1647,predicted gene 1647,0,0,0,1,0,0,2,0,0,0,0,0
71619,1200,Arl14,ADP-ribosylation factor-like 14,0,0,0,0,0,0,1,1,0,0,0,0
242083,3962,Ppm1l,protein phosphatase 1 (formerly 2C)-like,284,294,1324,1860,2358,1743,295,281,207,215,134,106
26879,1901,B3galnt1,"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1",55,57,61,65,94,106,4,9,4,0,0,1
97112,1739,Nmd3,NMD3 ribosome export adaptor,1100,1266,1661,1363,803,638,1322,1385,1327,1088,336,331
100862102,291,NA,NA,3,2,2,3,0,1,1,1,1,1,1,1
66183,1786,Sptssb,"serine palmitoyltransferase, small subunit B",0,2,10,13,6,1,0,0,0,0,0,0
229389,2161,Otol1,otolin 1,1,1,0,0,1,0,0,0,0,0,0,0
625901,1804,Gm6634,predicted gene 6634,1,1,0,0,0,3,1,0,0,0,0,0
69983,5887,Sis,sucrase isomaltase (alpha-glucosidase),0,0,0,0,0,0,0,0,0,0,0,0
386750,3732,Slitrk3,"SLIT and NTRK-like family, member 3",0,0,0,0,0,0,0,0,0,0,0,0
626082,1357,Gm20754,"predicted gene, 20754",0,0,0,2,0,0,0,0,0,0,0,0
74693,1526,4930509J09Rik,RIKEN cDNA 4930509J09 gene,0,0,0,0,0,0,0,0,0,0,0,0
12038,6209,Bche,butyrylcholinesterase,8,3,21,12,6,3,51,69,43,24,24,30
100504692,2475,Gm20356,"predicted gene, 20356",0,0,0,0,0,0,0,0,0,0,0,0
